 E=   500.00000000000000     
   10.20,   0.16339E+02,   0.15249E-05
   10.40,   0.14260E+02,   0.16377E-05
   10.60,   0.12481E+02,   0.17498E-05
   10.80,   0.10938E+02,   0.18595E-05
   11.00,   0.95845E+01,   0.19652E-05
   11.20,   0.83876E+01,   0.20661E-05
   11.40,   0.73228E+01,   0.21612E-05
   11.60,   0.63722E+01,   0.22499E-05
   11.80,   0.55227E+01,   0.23319E-05
   12.00,   0.47640E+01,   0.24066E-05
   12.20,   0.40882E+01,   0.24737E-05
   12.40,   0.34884E+01,   0.25328E-05
   12.60,   0.29587E+01,   0.25832E-05
   12.80,   0.24936E+01,   0.26246E-05
   13.00,   0.20879E+01,   0.26562E-05
   13.20,   0.17365E+01,   0.26774E-05
   13.40,   0.14345E+01,   0.26876E-05
   13.60,   0.11772E+01,   0.26861E-05
   13.80,   0.95993E+00,   0.26727E-05
   14.00,   0.77814E+00,   0.26474E-05
   14.20,   0.62756E+00,   0.26111E-05
   14.40,   0.50417E+00,   0.25661E-05
   14.60,   0.40417E+00,   0.25166E-05
   14.80,   0.32411E+00,   0.24696E-05
   15.00,   0.26080E+00,   0.24354E-05
 E=   850.00000000000000     
    2.00,   0.50428E+06,   0.77319E-07
    2.20,   0.33376E+06,   0.99726E-07
    2.40,   0.22696E+06,   0.12406E-06
    2.60,   0.15774E+06,   0.15012E-06
    2.80,   0.11159E+06,   0.17772E-06
    3.00,   0.80097E+05,   0.20667E-06
    3.20,   0.58186E+05,   0.23680E-06
    3.40,   0.42687E+05,   0.26795E-06
    3.60,   0.31572E+05,   0.29993E-06
    3.80,   0.23507E+05,   0.33256E-06
    4.00,   0.17597E+05,   0.36565E-06
    4.20,   0.13231E+05,   0.39901E-06
    4.40,   0.99826E+04,   0.43241E-06
    4.60,   0.75519E+04,   0.46562E-06
    4.80,   0.57247E+04,   0.49839E-06
    5.00,   0.43459E+04,   0.53045E-06
    5.20,   0.33025E+04,   0.56151E-06
    5.40,   0.25112E+04,   0.59127E-06
    5.60,   0.19101E+04,   0.61943E-06
    5.80,   0.14532E+04,   0.64569E-06
    6.00,   0.11057E+04,   0.66977E-06
    6.20,   0.84152E+03,   0.69146E-06
    6.40,   0.64075E+03,   0.71065E-06
